rowid,votereg,age5,gender,has_voted,pp18_votelikely,turnout16,educ,educ4,educ2,race,race_t,race4,race3,race2,hispanic,state,senvote18,senvote18_t,senvote18_undecided,senvote18_undecided_t,senvote18_full,specsenvote18,specsenvote18_t,specsenvote18_undecided,specsenvote18_undecided_t,specsenvote18_full,housevote18,housevote18_t,housevote18_undecided_t,govvote18,govvote18_t,govvote18_undecided,govvote18_undecided_t,govvote18_full,EMOTIONS_1,EMOTIONS_2,EMOTIONS_3,EMOTIONS_4,EMOTIONS_5,EMOTIONS_6,EMOTIONS_7,EMOTIONS_8,EMOTIONS_9,EMOTIONS_10,EMOTIONS_11,EMOTIONS_12,EMOTIONS_13,EMOTIONS_14,EMOTIONS_15,EMOTIONS_16,EMOTIONS_17,direct,favor_labor,favor_dem,favor_rep,favor_aca,favor_mcconnell,favor_demcong,favor_repcong,favor_metoo,favor_blm,favor_dtrump,app_dtrmp,suprpty,campaign_contact_emails,campaign_contact_text,campaign_contact_mailer,campaign_contact_onlineads,campaign_contact_inperson,campaign_contact_phone,campaign_contact_TVads,campaign_contact_socialmedia,which_module,CONSENT,VOTE_GEN,NONVOTE_WHY_1,NONVOTE_WHY_2,NONVOTE_WHY_3,NONVOTE_WHY_4,NONVOTE_WHY_5,NONVOTE_WHY_6,NONVOTE_WHY_7,NONVOTE_WHY_t,VOTECONF,GENERATIONS,FAVORS,INSTITUTION,SYSTEM,EMPATHY,FT_Whites,FT_Blacks,FT_Latinos,LAZY_Whites,LAZY_Blacks,LAZY_Latinos,INTELLIGENT_Whites,INTELLIGENT_Blacks,INTELLIGENT_Latinos,RACE_IDENT,LINKFATE,FINPREP,DESERVE_poor,DESERVE_rich,CUSTOMS,SPEAK,ENRICH,SERVICES,JOBS,FLAG,PATH,BORDER,DEPORT,SOCIALDOMINANCE_PRIORITIES,SOCIALDOMINANCE_NOTPUSH,SOCIALDOMINANCE_EQUALIDEAL,SOCIALDOMINANCE_SUPERIOR,REMARKS,OFFEND,APPRECIATE,GENDERPERSONALITY_INDEP,GENDERPERSONALITY_EMOT,GENDERPERSONALITY_CONFIDENT,GENDERPERSONALITY_HELPFUL,GENDERPERSONALITY_DECISIONS,POP_1,POP_2,POP_3,ICE,BAIL_item,WELTEST,PUBLICINT,GREENJOB,POLFEE,PUBLICGEN,BOND,FREECOLL,WEALTH,AVR,M4A,MARREP,MARAM,MARLEG,YEMEN,SOLITARY,GUNS,POLCORRECT,NDIVERSE,NDEMS,SOURCES_1,SOURCES_2,SOURCES_3,SOURCES_4,SOURCES_5,SOURCES_6,SOURCES_7,SOURCES_8,SOURCES_9,SOURCES_10,SOURCES_11,SOURCES_12,SOURCES_13,SOURCES_14,SOURCES_15,SOURCES_16,SOURCES_17,pp18_polactions_txt,pid3,pid3_t,pid7,dtrpsupp,ideo5,presvote16post,presvote16post_t,djtrelct,housevote16post,e14_presvote12,e14_presvote12_t,union_combined_1,union_combined_5,union_combined_2,union_combined_6,union_combined_3,union_combined_4,marstat,child18,religpew,religpew_t,pew_bornagain,pew_churatd,employ,job,faminc_new,pp18_polactions_1,pp18_polactions_2,pp18_polactions_3,pp18_polactions_4,pp18_polactions_5,pp18_polactions_6,pp18_polactions_7,pp18_polactions_8,weight_DFP,house2_imputed,house3,pid7_dems,pid7_oths,pid7_reps,gov2_imputed,gov3,sen2_imputed,sen3,housevote18_undecided,housevote18_full,USR,hostile_sexism_raw,hostile_sexism_scaled,racial_resentment_raw,racial_resentment_scaled,fear_of_demographic_change_raw,fear_of_demographic_change_scaled,which_sample
26,1,4,2,1,7,1,5,3,2,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,4,3,4,1,1,4,4,2,3,4,3,3,4,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,5,1,85,90,90,5,5,7,2,2,2,2,2,1,6,2,5,5,1,5,4,1,5,5,4,2,5,2,5,5,5,5,5,3,3,4,3,3,4,5,3,1,5,2,2,1,4,5,2,1,1,2,2,1,2,1,1,1,2,8,20,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,,3,NA,3,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,1,NA,2,6,5,NA,97,2,2,2,2,2,2,2,1,0.6319,1,1,NA,3,NA,1,NA,1,NA,NA,1,2,0,0,4,0,1,0.0833,Final 2018_11_27
27,1,3,1,1,8,1,4,2,1,1,NA,1,1,1,2,12,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,4,2,4,2,3,4,1,1,4,2,2,3,3,4,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,4,2,100,50,79,5,3,5,2,4,3,3,2,5,6,3,2,1,2,2,2,2,1,1,1,1,1,1,5,2,2,2,3,3,3,2,2,4,1,3,5,2,2,1,2,5,1,5,5,4,1,3,1,2,2,2,3,4,4,5,0,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,,3,NA,5,1,3,2,NA,1,2,2,NA,2,2,2,2,1,2,5,2,2,NA,2,4,6,NA,5,2,2,2,2,2,2,2,1,1.9006,0,2,NA,5,NA,0,2,0,2,NA,3,3,9,0.75,7,0.25,7,0.5833,Final 2018_11_27
28,1,2,1,0,1,1,5,3,2,3,NA,3,3,2,1,6,2,,NA,,2,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,5,2,1,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,100,100,100,1,4,7,7,6,1,4,1,1,1,4,1,5,1,2,1,1,1,1,NA,1,1,1,1,2,1,1,5,5,1,5,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,2,99,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,,1,NA,1,NA,3,2,NA,1,1,1,NA,2,2,2,2,1,2,5,2,11,NA,2,6,1,NA,3,1,1,1,2,1,1,2,2,1.8329,1,1,1,NA,NA,1,1,1,1,NA,1,2,11,0.916666667,8,0.333333333,7,0.5833,Final 2018_11_27
29,1,5,1,1,8,1,4,2,1,1,NA,1,1,1,2,4,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,4,4,2,4,4,1,1,4,3,4,3,1,4,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,4,1,90,89,84,6,6,6,2,2,2,2,2,1,5,1,1,2,2,2,2,2,1,4,1,1,5,1,5,1,2,2,5,3,5,4,2,4,5,2,5,5,1,5,1,1,1,5,5,5,5,4,1,2,4,5,5,2,4,8,45,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,,2,NA,7,1,4,2,NA,1,2,1,NA,2,2,2,1,2,2,1,2,2,NA,2,2,5,NA,4,2,2,2,2,1,2,2,2,0.7881,0,2,NA,NA,7,0,2,0,2,NA,3,2,10,0.833333333,9,0.416666667,7,0.5833,Final 2018_11_27
30,1,4,1,0,1,1,5,3,2,2,NA,2,2,2,2,4,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,1,1,4,4,5,3,3,3,3,3,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,5,2,73,98,85,5,5,5,2,2,2,4,3,2,7,4,5,5,1,3,2,1,2,5,3,1,5,1,5,5,5,5,4,3,3,4,2,2,2,2,4,6,5,6,NA,NA,2,1,3,NA,1,1,1,2,1,5,4,1,1,6,43,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,,3,NA,4,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,5,2,11,NA,1,2,5,NA,5,1,2,2,2,2,1,2,2,1.0781,1,1,NA,4,NA,1,1,1,1,NA,1,3,0,0,5,0.083333333,5,0.4167,Final 2018_11_27
31,1,5,2,1,8,1,3,2,1,1,NA,1,1,1,2,12,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,4,1,4,1,3,4,1,1,4,1,4,3,1,3,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,3,1,95,76,70,5,NA,4,2,3,3,3,3,1,NA,NA,1,2,5,2,2,2,4,1,1,3,NA,NA,NA,3,2,2,4,3,2,4,2,5,5,3,5,4,2,3,3,3,3,5,5,3,5,4,3,3,5,3,3,3,4,5,50,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,,2,NA,7,1,4,2,NA,1,2,2,NA,2,2,2,2,1,2,4,2,1,NA,1,2,5,NA,97,2,1,2,2,2,1,2,2,0.7812,0,2,NA,NA,7,0,2,0,2,NA,3,2,8,0.666666667,8,0.333333333,10,0.8333,Final 2018_11_27
32,1,5,2,1,8,1,3,2,1,1,NA,1,1,1,2,19,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,4,1,4,5,2,4,4,1,3,3,3,3,4,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,5,1,95,75,90,6,5,6,2,3,3,3,2,1,6,3,5,2,4,2,4,1,5,5,4,1,4,1,5,5,5,5,4,2,2,4,2,4,5,4,4,4,5,3,2,1,1,6,2,2,1,6,2,2,2,6,4,1,1,10,65,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,,1,NA,1,NA,2,1,NA,2,1,2,NA,2,2,2,2,1,2,4,2,1,NA,1,2,5,NA,11,2,2,1,2,1,2,2,2,0.6918,1,1,1,NA,NA,1,1,1,NA,NA,1,1,0,0,5,0.083333333,7,0.5833,Final 2018_11_27
33,1,5,2,1,8,1,6,4,2,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,4,2,4,2,2,4,4,1,1,1,1,1,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,5,1,63,63,65,4,4,6,4,4,4,3,2,1,7,2,5,5,1,3,3,1,2,5,4,2,4,2,4,4,5,5,4,4,3,4,3,4,3,4,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,3,7,60,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,7,NA,2,5,5,NA,8,2,2,2,2,2,1,2,2,0.7857,1,1,1,NA,NA,1,1,1,1,NA,1,2,1,0.083333333,5,0.083333333,4,0.3333,Final 2018_11_27
34,1,4,1,1,8,1,5,3,2,1,NA,1,1,1,2,27,1,,NA,,1,1,,NA,NA,1,1,,,1,,NA,,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,4,2,2,4,4,1,1,1,3,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,5,1,NA,94,92,6,6,6,2,2,2,3,1,1,7,1,5,5,1,4,3,1,2,5,4,1,1,1,5,2,3,4,4,2,2,5,2,5,3,5,1,2,5,1,1,1,3,1,1,1,1,1,3,1,2,1,2,2,1,6,70,2,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,9,NA,2,6,1,NA,6,1,2,2,2,1,1,2,2,0.5296,1,1,1,NA,NA,1,1,1,1,NA,1,3,6,0.5,5,0.083333333,3,0.25,Final 2018_11_27
35,1,4,2,1,8,1,5,3,2,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,4,1,4,2,3,2,1,4,4,1,3,4,3,3,1,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,5,1,98,100,97,6,6,6,4,4,4,2,2,1,7,1,5,3,1,3,3,1,5,5,4,1,4,1,5,3,2,4,5,2,2,4,2,4,5,4,6,2,5,1,1,1,1,6,6,1,1,1,6,1,2,2,6,1,3,2,NA,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,1,2,2,2,2,4,2,1,NA,2,5,5,NA,3,1,2,1,2,1,1,2,2,0.5351,1,1,1,NA,NA,1,1,1,1,NA,1,3,6,0.5,4,0,4,0.3333,Final 2018_11_27
36,1,5,1,1,8,1,6,4,2,1,NA,1,1,1,2,34,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,1,4,2,2,4,4,5,1,3,3,4,4,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,4,3,61,59,59,5,5,5,5,4,3,3,4,1,7,1,5,4,1,3,4,1,5,5,4,1,4,2,5,3,2,4,5,3,2,5,1,2,3,3,4,1,5,3,1,1,1,4,2,1,1,1,6,2,6,5,2,2,NA,3,NA,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,3,NA,3,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,1,NA,2,2,5,NA,8,2,2,2,2,2,1,2,2,0.4383,1,1,NA,3,NA,1,NA,1,1,NA,1,3,6,0.5,8,0.333333333,3,0.25,Final 2018_11_27
37,1,3,1,1,7,1,5,3,2,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,2,4,2,4,2,2,4,4,1,3,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,4,1,67,67,78,5,5,7,2,2,2,3,3,1,5,1,5,5,2,4,4,1,2,5,4,1,5,1,5,4,5,5,4,2,3,4,2,4,2,4,5,2,5,1,2,2,1,5,1,1,1,1,1,1,1,4,2,2,1,6,75,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,1,NA,2,2,1,NA,11,2,2,2,2,2,2,2,1,1.3124,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,0.083333333,5,0.083333333,3,0.25,Final 2018_11_27
38,1,4,2,1,8,1,3,2,1,1,NA,1,1,1,2,4,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,4,1,3,6,4,1,6,4,1,1,4,4,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,100,100,100,4,4,4,4,4,4,1,3,1,4,4,3,3,3,3,3,2,2,1,1,1,1,2,3,3,3,3,5,3,1,3,1,3,3,3,5,1,1,5,1,3,1,5,5,5,1,5,6,1,1,6,5,4,3,7,35,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,NA,7,2,4,2,NA,1,2,4,NA,2,2,2,2,1,2,4,2,1,NA,1,2,1,NA,10,2,2,2,2,2,2,2,1,0.8026,0,2,NA,NA,7,0,2,0,2,NA,3,2,6,0.5,10,0.5,6,0.5,Final 2018_11_27
39,1,5,2,1,8,1,4,2,1,1,NA,1,1,1,2,38,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,1,4,2,4,1,2,4,4,1,1,2,2,1,1,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,5,2,89,80,81,4,4,4,4,5,5,2,2,1,7,1,4,4,2,4,5,1,4,5,5,1,5,1,5,5,5,5,5,NA,1,5,1,2,2,3,5,1,4,1,1,1,1,4,1,1,1,1,2,1,1,2,3,2,1,10,45,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,4,2,2,NA,2,6,5,NA,3,2,1,1,2,2,1,2,2,1.0927,1,1,1,NA,NA,1,NA,1,1,NA,1,1,0,0,6,0.166666667,2,0.1667,Final 2018_11_27
40,1,5,1,1,8,1,3,2,1,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,1,4,1,4,1,1,4,4,1,3,4,3,4,4,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,5,1,99,96,99,5,6,6,3,3,3,2,1,1,3,1,5,5,1,5,3,1,1,5,5,1,5,1,5,3,4,5,4,2,1,5,1,5,2,3,3,3,2,2,3,1,1,2,1,1,6,1,2,2,1,2,3,1,1,1,95,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,1,2,2,2,2,1,2,10,NA,2,6,2,NA,97,2,2,2,2,2,1,2,2,0.6068,1,1,1,NA,NA,1,1,1,1,NA,1,3,3,0.25,4,0,2,0.1667,Final 2018_11_27
41,1,5,1,1,8,1,5,3,2,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,1,4,2,4,1,1,4,4,1,1,1,1,3,1,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,1,97,89,91,4,4,4,4,NA,4,2,4,1,7,1,5,5,1,5,5,1,5,5,5,1,5,1,5,2,4,3,4,4,1,5,1,5,1,5,2,1,5,1,1,1,1,3,1,1,1,1,2,1,1,1,5,1,2,8,60,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,4,2,9,NA,2,6,5,NA,5,2,2,1,2,2,1,2,2,0.2837,1,1,1,NA,NA,1,1,1,1,NA,1,2,6,0.5,4,0,0,0,Final 2018_11_27
42,1,4,1,0,1,1,6,4,2,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,4,3,4,4,4,4,1,4,2,4,4,2,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,3,3,75,47,44,3,1,3,3,3,4,3,2,2,5,1,2,1,2,1,2,2,2,4,1,3,3,3,3,1,1,3,4,2,2,3,2,2,3,3,5,5,2,3,3,2,3,4,3,2,5,3,3,4,5,2,5,2,4,9,15,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,,2,NA,6,5,4,3,NA,2,1,1,NA,2,1,2,2,2,2,1,2,9,NA,2,6,5,NA,12,2,2,1,2,2,2,2,2,0.7638,0,2,NA,NA,6,0,2,1,1,NA,3,2,10,0.833333333,11,0.583333333,8,0.6667,Final 2018_11_27
43,1,4,1,1,7,1,2,1,1,1,NA,1,1,1,2,47,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,4,2,3,2,4,2,4,3,2,2,4,1,4,3,3,4,4,4,4,1,1,2,2,2,2,2,2,2,1,All that were running were incumbent.,1,4,1,2,4,2,98,99,100,5,6,6,2,2,2,2,4,5,6,4,4,2,2,2,2,2,2,2,2,1,5,1,5,4,2,4,4,4,3,4,2,2,2,2,5,2,2,2,2,2,2,5,4,2,2,6,2,2,2,2,5,3,3,6,50,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,,3,NA,5,3,3,2,NA,1,2,4,NA,2,2,2,2,1,2,1,2,2,NA,2,5,6,NA,3,2,2,2,2,1,2,2,2,1.2183,0,2,NA,5,NA,0,2,0,2,NA,3,1,5,0.416666667,7,0.25,7,0.5833,Final 2018_11_27
44,1,4,2,1,8,1,5,3,2,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,4,1,1,4,4,1,1,4,1,3,1,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,4,1,97,96,88,4,6,6,4,4,4,1,2,1,7,2,5,3,1,5,5,1,5,5,5,3,4,1,5,5,5,5,5,1,2,4,2,2,3,4,3,1,5,2,1,1,1,2,2,1,1,1,3,1,1,5,2,1,2,5,50,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,9,NA,2,6,5,NA,97,1,1,1,2,1,2,2,2,0.6013,1,1,1,NA,NA,1,1,1,1,NA,1,2,0,0,6,0.166666667,0,0,Final 2018_11_27
45,1,2,1,1,8,1,5,3,2,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,4,4,1,4,5,4,1,4,4,1,1,4,3,4,3,3,4,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,3,48,50,49,4,1,6,1,4,3,4,3,2,4,4,1,1,5,1,1,2,5,1,1,1,1,1,1,1,1,1,2,NA,3,5,3,5,1,5,5,5,1,1,5,5,1,5,1,5,5,5,1,1,1,1,5,2,4,5,80,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,2,NA,7,1,5,2,NA,1,2,2,NA,2,1,2,2,2,2,5,2,1,NA,2,6,2,NA,11,2,2,2,2,2,2,2,1,1.5878,0,2,NA,NA,7,0,2,1,1,NA,3,2,12,1,14,0.833333333,12,1,Final 2018_11_27
46,1,4,1,1,8,1,3,2,1,1,NA,1,1,1,2,39,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,3,4,4,2,4,1,2,3,4,4,3,4,1,1,2,2,2,1,2,2,2,2,NA,2,2,3,2,5,2,74,53,53,4,4,4,4,4,4,2,2,2,5,3,4,3,2,4,3,1,2,3,2,2,5,2,5,2,3,4,3,3,3,4,3,5,3,4,3,2,3,2,2,2,3,5,2,3,3,3,2,1,2,1,4,2,2,9,25,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,,3,NA,3,NA,3,1,NA,2,1,1,NA,2,1,2,2,2,2,5,2,11,NA,2,6,2,NA,2,2,2,2,2,2,2,2,1,1.1779,1,1,NA,3,NA,1,1,1,1,NA,1,1,6,0.5,6,0.166666667,4,0.3333,Final 2018_11_27
47,1,5,1,0,1,1,5,3,2,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,4,4,2,3,4,3,3,4,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,5,1,52,51,50,6,6,6,2,2,2,2,3,1,7,1,5,4,1,4,4,1,1,5,4,2,4,1,4,5,5,5,5,3,1,5,1,5,5,4,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,5,50,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,,3,NA,3,NA,3,6,NA,2,2,2,NA,2,2,2,2,1,2,6,2,12,NA,2,5,5,NA,97,2,2,1,2,2,1,2,2,0.3889,1,1,NA,3,NA,1,1,1,1,NA,1,2,0,0,4,0,2,0.1667,Final 2018_11_27
48,1,5,1,1,8,1,6,4,2,1,NA,1,1,1,2,27,3,,NA,,3,3,,NA,NA,3,3,,,3,,NA,,3,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,4,4,1,4,3,4,2,4,4,1,1,4,3,2,3,3,3,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,3,3,1,NA,NA,NA,6,4,6,2,2,2,4,3,2,4,4,1,1,3,1,3,2,1,1,1,3,1,5,3,3,2,3,5,4,1,5,1,3,3,2,5,3,1,3,2,4,1,5,3,3,3,4,3,3,5,1,5,5,4,9,50,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,1,2,1,NA,97,1,1,1,1,2,1,1,2,0.4078,0,2,NA,NA,7,0,2,0,2,NA,3,2,7,0.583333333,8,0.333333333,8,0.6667,Final 2018_11_27
49,1,5,1,1,8,1,5,3,2,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,3,4,4,2,1,3,3,4,4,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,2,99,80,90,6,4,5,2,2,2,4,2,4,6,6,4,2,2,3,4,1,4,4,4,1,4,1,5,2,4,5,3,4,4,3,3,2,3,4,3,4,2,2,2,1,5,2,2,1,2,1,4,1,1,1,4,1,4,4,25,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,4,anti-republican,3,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,1,NA,2,5,5,NA,4,2,2,1,2,2,2,2,2,0.3202,1,1,NA,3,NA,1,1,1,1,NA,1,2,4,0.333333333,6,0.166666667,4,0.3333,Final 2018_11_27
50,1,4,2,1,7,1,5,3,2,1,NA,1,1,1,2,23,5,,NA,,5,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,4,1,4,2,4,1,1,4,4,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,5,1,100,100,100,6,6,6,3,3,3,3,3,1,7,1,5,5,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,3,2,4,2,5,5,5,1,1,5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,15,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,10,NA,2,5,1,NA,13,2,1,2,2,1,2,2,2,0.9301,1,1,1,NA,NA,1,1,1,3,NA,1,1,0,0,4,0,0,0,Final 2018_11_27
